Artifact #,site,period,additional looks,class,is_valid,indicative,additional,material,height[cm],width[cm],diameter[cm],length[cm],object name,,orig site,orig period
1868,Dan- T.,Late Bronze II,0,97,1,yes,,Stone,none,none,none,,Button (use unknown);,,Dan- T.,Late Bronze II
1869,Be'er Sheva`- H. Zafad,Late Chalcolithic,1,129,1,yes,,Ivory,none,none,6,,Button (use unknown);,,Be'er Sheva`- H. Zafad,Late Chalcolithic
1870,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Flint,none,1.7,none,,Byblos Point;,,Nahal Hemar,Pre-Pottery Neolithic B
1871,Hamadya,Pottery Neolithic,1,90,1,yes,,Flint,none,none,none,,Byblos Point;Pressure Retouch,,Hamadya,Pottery Neolithic
1872,Sha`ar ha-Golan,Pottery Neolithic A,1,8,1,yes,,Flint,none,2,none,,Byblos Point;,,Sha`ar ha-Golan,Pottery Neolithic A
1873,Abu Ghosh,Pre-Pottery Neolithic B,1,411,1,yes,,Flint,none,none,none,,Byblos Point;,,Abu Ghosh,Pre-Pottery Neolithic B
1874,Jerusalem- City of David,Iron II,2,4,1,yes,,Bone,none,1.4,none,,"Calendar (?), Game (?);",,Jerusalem- City of David,Iron II
1875,Gezer- T.,Iron II,0,450,1,yes,,Ivory,6.2,none,none,,"Calendar (?), Pendant, Plaque (use unknown) (?), Gaming Board (?);Perforated",,Gezer- T.,Iron II
1876,Lakhish- T.,Iron II,0,1,1,yes,,Ivory,none,2,none,,"Calendar (?), Plaque (use unknown);Perforated",,Lakhish- T.,Iron II
1877,Nahariyya- Giv`at Katzenelson,Byzantine,0,416,1,yes,,Bronze,none,none,none,,Chain;Candelabrum;Cross,,Nahariyya- Giv`at Katzenelson,Byzantine
1878,Nahariyya- Giv`at Katzenelson,Byzantine,0,416,1,yes,,Bronze,none,none,none,,Chain;Candelabrum;Cross,,Nahariyya- Giv`at Katzenelson,Byzantine
1879,Nahariyya- Giv`at Katzenelson,Byzantine,0,416,1,yes,,Bronze,none,none,none,,Fragment;Candelabrum;Cross,,Nahariyya- Giv`at Katzenelson,Byzantine
1880,`Evron,Byzantine,0,560,1,yes,,Bronze,none,none,none,,Chain;Candelabrum;Cross,,`Evron,Byzantine
1881,Shave Ziyyon,Byzantine,0,1132,1,yes,,Bronze,none,9,none,,Chain;Candelabrum;Cross,,Shave Ziyyon,Byzantine
1882,Nahariyya- Giv`at Katzenelson,Byzantine,0,416,1,yes,,Bronze,none,none,none,,Chain;Candelabrum;Cross,,Nahariyya- Giv`at Katzenelson,Byzantine
1883,`Evron,Byzantine,0,560,1,yes,,Bronze,none,none,none,,Chain;Candelabrum;Cross,,`Evron,Byzantine
1884,`Evron,Byzantine,0,560,1,yes,,Bronze,none,none,none,,Chain;Candelabrum (?);Cross,,`Evron,Byzantine
1885,Nahariyya- Giv`at Katzenelson,Byzantine,0,416,1,yes,,Bronze,none,none,none,,Chain;Candelabrum (?);,,Nahariyya- Giv`at Katzenelson,Byzantine
1886,Me`arat ha-Gulgolet,Upper Palaeolithic,0,invalid,1,no,,Bone,none,2.4,none,,Canine;,,Me`arat ha-Gulgolet,Upper Palaeolithic
1887,Me`arat ha-Nahal,Upper Palaeolithic,0,invalid,1,no,,Bone,none,3.1,none,,Canine;,,Me`arat ha-Nahal,Upper Palaeolithic
1888,`Ujul- T. el-,Late Bronze,2,93,1,yes,,Limestone,none,none,none,,Head;Canopic Jar;,,`Ujul- T. el-,Late Bronze
1889,Jerusalem- Old City- Western and Southern Walls,Early Roman,2,51,1,yes,,Limestone,none,none,none,,Fragment;Capital;Corinthian,,Jerusalem- Old City- Western and Southern Walls,Early Roman (period)
1890,`Akko,Crusader,2,142,1,yes,,Marble,36,35,none,,"Capital;With Vegetal Decoration, Carved",,עכו,Crusader
1891,Gush Halav,Crusader (?),1,1062,1,yes,,Limestone,42,none,none,,"Capital;Inscribed, Incised Inscription",,Gush Halav,Crusader (?)
1892,Istabul- Kh.,Byzantine,0,1147,1,yes,,Limestone,37.5,65,none,,"Capital;Carved, Decorated in Relief, Amphora",,Istabul- Kh.,Byzantine
1893,Ramat Rahel,Iron II,0,67,1,yes,,Limestone,50,43,none,,Capital;Proto-Aeolic,,Ramat Rahel,Iron II
1894,Megiddo- T.,Iron II,2,56,1,yes,,Nari (Stone),44,43,none,,Capital;Proto-Aeolic,,Megiddo- T.,Iron II
1895,Samaria,Iron II,1,53,1,yes,,Nari (Stone),44,53,none,,Capital;Proto-Aeolic,,Samaria,Iron II
1896,Jerusalem- The Jewish Quarter- St. Mary of the Knights,Crusader,2,394,1,yes,,Limestone,27,32,none,,Capital;With Vegetal Decoration,,Jerusalem- The Jewish Quarter- St. Mary of the Knights,Crusader
1897, Unknown,Crusader,2,invalid,0,yes,,Marble,39,40,none,,Capital;With Vegetal Decoration,, Unknown,Crusader
1898,Megiddo- T.,Iron II,2,56,1,yes,,Limestone,54,58,none,,Capital;Proto-Aeolic,,Megiddo- T.,Iron II
1899,Jerusalem- Old City- Western and Southern Walls,Early Roman,0,51,1,yes,,Limestone,16,none,none,,Fragment;Capital;Corinthian,,Jerusalem- Old City- Western and Southern Walls,Early Roman (period)
1900,Jerusalem- Old City- Western and Southern Walls,Early Roman,0,51,1,yes,,Limestone,26,none,none,,Fragment;Capital;Corinthian,,Jerusalem- Old City- Western and Southern Walls,Early Roman (period)
1901,Jerusalem- Old City- Western and Southern Walls,Early Roman,0,51,1,yes,,Limestone,19.5,18,none,,Fragment;Capital;Corinthian,,Jerusalem- Old City- Western and Southern Walls,Early Roman (period)
1902,Afiq,Byzantine,2,671,1,yes,,Basalt,35,none,35,,Capital;Ionian,,Afiq,Byzantine
1903,Caesarea- Synagogue,Byzantine,0,1113,1,yes,,Limestone,40,60,none,,"Capital;Corinthian, Menorah",,Caesarea- Synagogue,Byzantine
1904,Tiberias,Byzantine,2,458,1,yes,,Stone,none,none,35,,"Capital;Dorian, Engraved, Menorah",,טבריה,Byzantine
1905,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman,0,29,1,yes,,Limestone,56,none,46,,Capital;Corinthian,,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman (period)
1906,Horevot Mazada,Early Roman,0,17,1,yes,,"Gold,Limestone",none,none,50,,"Capital;Corinthian, Painted",,Horevot Mazada,Early Roman (period)
1907,Umm el-Qanatir,Byzantine,1,895,1,yes,,Basalt,none,36,none,,Capital;Decorated in Relief,,Umm el-Qanatir,Byzantine
1908,`En Nashut- H.,Byzantine,1,971,1,yes,,Basalt,34,none,43,,"Capital;Ionian, Menorah, Decorated in Relief",,`En Nashut- H.,Byzantine
1909,Kokhav ha-Yarden,Crusader,1,398,1,yes,,Marble,41,37.5,none,,Capital;Decorated in Relief,,Kokhav ha-Yarden,Crusader
1910,Zariq- T. and `En Zariq,Pottery Neolithic B / Pre-Ghassulian Chalcolithic,1,258,1,yes,,Pottery,none,none,none,,"Rim;Carinated Bowl (once);Wadi Rabah, Slipped Red",,Zariq- T. and `En Zariq,Pottery Neolithic B / Pre-Ghassulian Chc
1911,Neve Ur,Middle Bronze II,0,164,1,yes,,Pottery,none,none,none,,Carinated Bowl (once);,,Neve Ur,Middle Bronze II
1912,Neve Ur,Middle Bronze II,0,164,1,yes,,Pottery,none,none,none,,Carinated Bowl (once);,,Neve Ur,Middle Bronze II
1913,Burga- T.,Middle Bronze IIA,0,251,1,yes,,Pottery,none,none,none,,Carinated Bowl (once);,,Burga- T.,Middle Bronze IIA
1914,Yoqne`am- T.,Middle Bronze II,0,397,1,yes,,Pottery,none,none,none,,Carinated Bowl (once);Burnished,,Yoqne`am- T.,Middle Bronze II
1915,Gezer- T.,Late Bronze,0,44,1,yes,,Alabaster,none,none,none,,Carinated Bowl (once);Footed,,Gezer- T.,Late Bronze
1916,Bet She'an- T.,Middle Bronze II,1,50,1,yes,,Pottery,none,none,5.8,,Carinated Bowl (once);Eggshell,,Bet She'an- T.,Middle Bronze II
1917,Bet She'an- T.,Middle Bronze II,1,50,1,yes,,Pottery,none,none,4.8,,Carinated Bowl (once);Eggshell,,Bet She'an- T.,Middle Bronze II
1918,Bet She'an- T.,Middle Bronze II,1,50,1,yes,,Pottery,none,none,17,,Carinated Bowl (once);Eggshell,,Bet She'an- T.,Middle Bronze II
1919,Megiddo- T.,Early Bronze I,0,81,1,yes,,Pottery,8.4,none,15.2,,Carinated Bowl (once);Grey Burnished,,Megiddo- T.,Early Bronze I
1920,Bet She'an- T.,Early Bronze III,0,270,1,yes,,Pottery,none,none,11.5,,Carinated Bowl (once);Khirbet Kerak,,Bet She'an- T.,Early Bronze III
1921,`Ujul- T. el-,Late Bronze I,1,163,1,yes,,Alabaster,none,none,13.5,,Carinated Bowl (once);Trumpet Base,,`Ujul- T. el-,Late Bronze I
1922,Bet-Shemesh- T.,Iron II,1,60,1,yes,,Pottery,none,none,12.2,,Carinated Bowl (once);Burnished,,Bet-Shemesh- T.,Iron II
1923,`Ujul- T. el-,Late Bronze,1,93,1,yes,,Alabaster,7.8,none,none,,Carinated Bowl (once);,,`Ujul- T. el-,Late Bronze
1924,Jericho- T.,Middle Bronze II,1,36,1,yes,,Pottery,none,none,20.5,,Carinated Bowl (once);Engraved,,Jericho- T.,Middle Bronze II
1925,Afeq,Middle Bronze II,0,150,1,yes,,Pottery,none,none,10,,"Carinated Bowl (twice);Slipped Red, Burnished",,Afeq,Middle Bronze II
1926,Jericho- T.,Middle Bronze II,0,36,1,yes,,Pottery,11,none,none,,Carinated Bowl (twice);,,Jericho- T.,Middle Bronze II
1927,Zippori,Roman,1,453,1,yes,,Pottery,7,none,none,,Carinated Bowl (twice);Handled,,Zippori,Roman
1928,Bet She'an- T.,Middle Bronze II-Late Bronze,1,850,1,yes,,Pottery,none,none,14.3,,Carinated Bowl (twice);Eggshell,,Bet She'an- T.,Middle Bronze II-Late Bronze
1929,Gezer- T.,Late Bronze II,0,162,1,yes,,Pottery,none,none,none,,Carinated Bowl (twice);,,Gezer- T.,Late Bronze II
1930,Jerusalem- City of David,Hellenistic-Roman,0,389,1,yes,,Limestone,none,none,none,,Catapult-Stone;,,Jerusalem- City of David,Hellenistic-Roman
1931,Jerusalem- City of David,Hellenistic-Roman,0,389,1,yes,,Limestone,none,none,none,,Catapult-Stone;,,Jerusalem- City of David,Hellenistic-Roman
1932,Jerusalem- City of David,Early Roman,1,70,1,yes,,Limestone,none,none,none,,Catapult-Stone;,,Jerusalem- City of David,Early Roman (period)
1933,Ramla,Early Islamic,1,42,1,yes,,Soapstone,6,none,none,,Foot;Censer;,,Ramla- esh-Sheikh Rihan,Early Islamic
1934,Ramla,Early Islamic,0,42,1,yes,,Soapstone,4.683,none,none,,Fragment;Censer;With Geometric Pattern,,Ramla- esh-Sheikh Rihan,Early Islamic
1935,Ramla,Early Islamic,2,42,1,yes,,Soapstone,none,none,none,,Foot (?);Censer;,,Ramla- esh-Sheikh Rihan,Early Islamic
1936,Megiddo- T.,Early Bronze I,1,81,1,yes,,Basalt,24,20,none,,"Censer;Fenestrated, Lugged",,Megiddo- T.,Early Bronze I
1937,Rehov- T.,Iron IIA,1,165,1,yes,,Pottery,none,none,none,,Censer;,,Rehov- T.,Iron IIA
1938,Mizpah,Early Bronze I,1,104,1,yes,,Pottery,14,none,none,,Censer;Fenestrated,,Mizpah,Early Bronze I
1939,Tiberias and Hammat,Early Islamic,3,465,1,yes,,Bronze,none,none,none,,Base;Censer;With Vegetal Decoration,,Tiberias and Hammat,Early Islamic
1940,`Ai,Early Bronze III,1,282,1,yes,,Pottery,38.5,none,none,,Censer;Shrine Model,,`Ai,Early Bronze III
1941,Sea  of  Galilee-  North  of  Tiberias,Late Chalcolithic,0,1237,1,yes,,Basalt,none,none,none,,Censer;Fenestrated,,Sea  of  Galilee-  North  of  Tiberias,Late Chalcolithic
1942,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,none,none,none,,Censer;Tripod,,Mezad Hazeva,Iron II
1943,Mezad Hazeva,Iron II,2,55,1,yes,,Pottery,none,none,none,,Censer;Tripod,,Mezad Hazeva,Iron II
1944,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,none,none,none,,Censer;Tripod,,Mezad Hazeva,Iron II
1945,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,none,none,none,,Censer;,,Mezad Hazeva,Iron II
1946,Lakhish- T.,Iron II,1,1,1,yes,,Pottery,7.3,none,none,,"Censer (?), Vessel;Perforated",,Lakhish- T.,Iron II
1947,Zippori,Roman,0,453,1,yes,,Gold,none,none,none,,Part;Chain;,,Zippori,Roman
1948,Megiddo- T.,Late Bronze II,0,27,1,yes,,Bronze,none,none,none,,Chain;,,Megiddo- T.,Late Bronze II
1949,Nahal tut,Persian,0,188,1,yes,,Bronze,none,1,none,,Chain;,,Nahal tut,Persian
1950,Nahal Hemar,Pre-Pottery Neolithic B,0,5,1,yes,,Plant Fibre,none,8,none,,Chain;,,Nahal Hemar,Pre-Pottery Neolithic B
1951,Nahal Hemar,Pre-Pottery Neolithic B,0,5,1,yes,,Plant Fibre,none,2,none,,Chain;,,Nahal Hemar,Pre-Pottery Neolithic B
1952,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Plant Fibre,none,1.5,none,,Chain;,,Nahal Hemar,Pre-Pottery Neolithic B
1953,Caesarea,Crusader,2,148,1,yes,,"Bronze,Ivory,Shell,Silk,Linen",none,0.7,none,,Chain;Cross,,Caesarea,Crusader
1954,Korazim,Late Roman,1,636,1,yes,,Basalt,73,55,none,,Chair;Inscribed,,Korazim,Late Roman
1955,Bet She'an- T.,Iron I,0,71,1,yes,,Pottery,none,none,none,,"Bowl;Chalice;Decorated in Relief, Zoomorphic, Duck",,Bet She'an- T.,Iron I
1956,`Ujul- T. el-,Middle Bronze II-Late Bronze,1,6,1,yes,,Pottery,10.3,none,none,,"Chalice;Handled, Painted",,`Ujul- T. el-,Middle Bronze II-Late Bronze
1957,`Ujul- T. el-,Middle Bronze II-Late Bronze,1,6,1,yes,,Pottery,none,none,29,,Chalice;Painted,,`Ujul- T. el-,Middle Bronze II-Late Bronze
1958,Bet She'an- T.,Late Bronze,0,140,1,yes,,Pottery,11.5,none,none,,"Chalice;Trumpet Base, Painted",,Bet She'an- T.,Late Bronze
1959,Sharuhen- T.,Iron I,1,144,1,yes,,Pottery,15.7,none,none,,Chalice;Painted,,Sharuhen- T.,Iron I
1960,Bet-Shemesh- T.,Late Chalcolithic,1,1053,1,yes,,Basalt,none,none,42,,"Bowl;Chalice;Fenestrated, Engraved, Geometrical Pattern",,Bet-Shemesh- T.,Late Chalcolithic
1961,Sharuhen- T.,Iron II,1,139,1,yes,,Pottery,none,none,none,,"Chalice;With Geometric Pattern, Painted, Iron Age Bichrome",,Sharuhen- T.,Iron II
1962,Bet-Shemesh- T.,Late Bronze II,1,101,1,yes,,Pottery,none,none,none,,Chalice;Ibex and Palm Motif,,Bet-Shemesh- T.,Late Bronze II
1963,Sharuhen- T.,Iron II,1,139,1,yes,,Pottery,21,none,none,,"Chalice;With Geometric Pattern, Painted",,Sharuhen- T.,Iron II
1964,Sharuhen- T.,Iron II,3,139,1,yes,,Pottery,none,none,none,,"Chalice;Painted, With Geometric Pattern",,Sharuhen- T.,Iron II
1965,Besamon,Pottery Neolithic,1,28,1,yes,,Basalt,none,none,8.8,,Chalice;,,Besamon,Pottery Neolithic
1966,Megiddo- T.,Late Bronze II,1,27,1,yes,,Pottery,34,none,none,,"Chalice;Ibex and Palm Motif, Handled, Painted",,Megiddo- T.,Late Bronze II
1967,Gezer- T.,Late Bronze,1,44,1,yes,,Pottery,none,none,none,,Chalice;,,Gezer- T.,Late Bronze
1968,Gezer- T.,Late Bronze II,0,162,1,yes,,Pottery,none,none,none,,Chalice;Slipped Red,,Gezer- T.,Late Bronze II
1969,Nahal Be'er Sheva`,Late Chalcolithic,1,220,1,yes,,Pottery,none,none,none,,"Chalice;Painted, Net Pattern",,Nahal Be'er Sheva`,Late Chalcolithic
1970,Ramla,Mamluk,2,217,1,yes,,Pottery,none,none,none,,Chalice;,,Ramla,Mamluk
1971,Ramla,Mamluk,2,217,1,yes,,Pottery,none,none,none,,Chalice;With Inscription,,Ramla,Mamluk
1972,Minha- H.,Pottery Neolithic,0,76,1,yes,,Pottery,none,none,none,,Chalice;,,Minha- H.,Pottery Neolithic
1973,Be'er Sheva`- H. Matar,Late Chalcolithic,1,176,1,yes,,Basalt,none,none,none,,Chalice;Fenestrated,,Be'er Sheva`- H. Matar,Late Chalcolithic
1974,`En Gedi,Mamluk,1,745,1,yes,,Bronze,none,none,none,,"Base;Chalice;Inscribed, Arabic",,`En Gedi,Mamluk
1975,Bira- Kh. el-,Late Chalcolithic,0,265,1,yes,,Basalt,20,none,none,,Chalice;Fenestrated,,Bira- Kh. el-,Late Chalcolithic
1976,Bira- Kh. el-,Late Chalcolithic,1,265,1,yes,,Basalt,none,none,none,,Chalice;Fenestrated,,Bira- Kh. el-,Late Chalcolithic
1977,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,13.75,none,none,,Chalice;,,Mezad Hazeva,Iron II
1978,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,14,none,12.5,,Chalice;,,Mezad Hazeva,Iron II
1979,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,12.5,none,11.25,,Chalice;,,Mezad Hazeva,Iron II
1980,Dhahiriya- edh-,Iron II,1,538,1,yes,,Pottery,21,17,none,,Chalice;,,Dhahiriya- edh-,Iron II
1981,Qeiyafa- Kh.,Iron IIA,1,143,1,yes,,Pottery,none,none,none,,Chalice;,,Qeiyafa- Kh.,Iron IIA
1982,Lakhish- T.,Iron II,1,1,1,yes,,Pottery,none,none,none,,Chalice;,,Lakhish- T.,Iron II
1983,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,35,none,25,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1984,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,24,none,23.5,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1985,Mezad Hazeva,Iron II,1,55,1,yes,,Pottery,34,none,22,,"Chalice, ""Cult"" Stand;Fenestrated, Engraved",,Mezad Hazeva,Iron II
1986,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,34,none,23,,"Chalice, ""Cult"" Stand;Fenestrated, Engraved",,Mezad Hazeva,Iron II
1987,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,24,none,23,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1988,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,21,none,21.5,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1989,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,21,none,21.5,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1990,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,20,none,21.5,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1991,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,30,none,24,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1992,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,29,none,22.5,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1993,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,17.5,none,23,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1994,Mezad Hazeva,Iron II,0,55,1,yes,,Pottery,18.5,none,27.5,,"Chalice, ""Cult"" Stand;Fenestrated",,Mezad Hazeva,Iron II
1995,Caesarea,Mamluk,2,691,1,yes,,Pottery,15.5,none,none,,Chamber Pot;,,Caesarea,Mamluk
1996,Mafjar- Kh. el-,Umayyad,1,58,1,yes,,Stucco,none,none,none,,"Chancel Post;Decorated in Relief, With Vegetal Decoration",,Mafjar- Kh. el-,Umayyad
1997,Mafjar- Kh. el-,Umayyad,1,58,1,yes,,Stucco,none,none,none,,"Chancel Post;Decorated in Relief, With Vegetal Decoration",,Mafjar- Kh. el-,Umayyad
1998,Mafjar- Kh. el-,Umayyad,1,58,1,yes,,Stucco,none,21,none,,"Chancel Post;Decorated in Relief, With Vegetal Decoration",,Mafjar- Kh. el-,Umayyad
1999,Mafjar- Kh. el-,Umayyad,1,58,1,yes,,Stucco,none,123,none,,"Chancel Post;Decorated in Relief, With Vegetal Decoration, With Geometric Pattern",,Mafjar- Kh. el-,Umayyad
2000,Besamon,Pre-Pottery Neolithic,2,14,1,yes,,Flint,none,3,none,,Chisel;,,Besamon,PPN
2001,Besamon,Pre-Pottery Neolithic,2,14,1,yes,,Flint,none,3.7,none,,Chisel;,,Besamon,Pre-Pottery Neolithic
2002,Yiftah'el- H.,Pre-Pottery Neolithic B,0,62,1,yes,,Flint,none,2,none,,Chisel;,,Yiftah'el- H.,Pre-Pottery Neolithic B
2003,Besamon,Pre-Pottery Neolithic,1,14,1,yes,,Flint,none,2.9,none,,Chisel;,,Besamon,Pre-Pottery Neolithic B
2004,Nahal Pattish (Gilat),Late Chalcolithic,1,2,1,yes,,Flint,none,none,none,,Chisel;,,Nahal Pattish (Gilat),Late Chalcolithic
2005,Nahal Pattish (Gilat),Late Chalcolithic,1,2,1,yes,,Flint,none,none,none,,Chisel;,,Nahal Pattish (Gilat),Late Chalcolithic
2006,Nahal Pattish (Gilat),Late Chalcolithic,1,2,1,yes,,Flint,none,none,none,,Chisel;,,Nahal Pattish (Gilat),Late Chalcolithic
2007,Besamon,Pottery Neolithic,1,28,1,yes,,Flint,none,3,none,,Chisel;,,Besamon,Neolithic
2008,Sha`ar ha-Golan,Pottery Neolithic,1,75,1,yes,,Flint,none,2.9,none,,Chisel;,,Sha`ar ha-Golan,Pottery Neolithic
2009,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,2.8,none,,Chisel;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
2010,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,2.5,none,,Chisel;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
2011,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,3.1,none,,Chisel;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
2012,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,2.3,none,,Chisel;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
2013,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,3,none,,Chisel;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
2014,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,2.4,none,,Chisel;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
2015,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,2.9,none,,Chisel;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
2016,Kfar Monash,Early Bronze IB,0,65,1,yes,,Copper,none,none,none,,Chisel;,,Kfar Monash,Early Bronze IB
2017,Kfar Monash,Early Bronze IB,0,65,1,yes,,Copper,none,none,none,,Chisel;,,Kfar Monash,Early Bronze IB
2018,Kfar Monash,Early Bronze IB,0,65,1,yes,,Bronze,none,none,none,,Chisel;,,Kfar Monash,Early Bronze IB
2019,Gesher Benot Ya`aqov,Lower Palaeolithic,1,30,1,yes,,Flint,none,6.2,none,,Chopping Tool;,,Gesher Benot Ya`aqov,Lower Palaeolithic
2020,`Ovadya- T.- Prehistoric site,Lower Palaeolithic,1,113,1,yes,,Limestone,none,12.9,none,,Chopping Tool;,,`Ovadya- T.- Prehistoric site,Lower Palaeolithic
2021,`Ovadya- T.- Prehistoric site,Lower Palaeolithic,2,113,1,yes,,Flint,none,8,none,,Chopping Tool;,,`Ovadya- T.- Prehistoric site,Lower Palaeolithic
2022,Gesher Benot Ya`aqov,Lower Palaeolithic,1,30,1,yes,,Flint,none,6.9,none,,Chopping Tool;,,Gesher Benot Ya`aqov,Lower Palaeolithic
2023,`Ovadya- T.- Prehistoric site,Lower Palaeolithic,1,invalid,1,no,,Flint,none,7.7,none,,Chopping Tool;,,`Ovadya- T.- Prehistoric site,Lower Palaeolithic
2024,`Ovadya- T.- Prehistoric site,Lower Palaeolithic,2,113,1,yes,,Flint,none,7.6,none,,Chopping Tool;,,`Ovadya- T.- Prehistoric site,Lower Palaeolithic
2025,`Ovadya- T.- Prehistoric site,Lower Palaeolithic,0,113,1,yes,,Flint,none,5.7,none,,Chopping Tool;,,`Ovadya- T.- Prehistoric site,Lower Palaeolithic
2026,Me`arat Tannur,Lower Palaeolithic,1,invalid,1,no,,Flint,none,none,none,,Chopping Tool;,,Me`arat Tannur,Lower Palaeolithic
2027,Ma’yan Baruch,Lower Palaeolithic,2,invalid,1,no,,Flint,none,8.3,none,,Chopping Tool;,,Ma’yan Baruch,Lower Palaeolithic
2028,Ha-Gosherim- Nili (north),Pottery Neolithic,1,20,1,yes,,Pebble,none,4.2,none,,Chopping Tool;,,Ha-Gosherim- Nili (north),Pottery Neolithic
2029,Bira- Kh. el-,Late Chalcolithic,1,265,1,yes,,Pottery,none,none,none,,Churn;Painted,,Bira- Kh. el-,Late Chalcolithic
2030,Be'er Sheva`- H. Betar,Late Chalcolithic,0,1030,1,yes,,Pottery,none,none,none,,Churn;,,Be'er Sheva`- H. Betar,Late Chalcolithic
2031,Azor,Late Chalcolithic,1,332,1,yes,,Pottery,none,13.5,none,,Churn;Miniature,,Azor,Late Chalcolithic
2032,Azor,Late Chalcolithic,1,332,1,yes,,Pottery,none,none,none,,Churn;Miniature,,Azor,Late Chalcolithic
2033,Me`arat ha-Nahal,Upper Palaeolithic,1,9,1,yes,,Flint,none,4.4,none,,Circular Scraper;,,Me`arat ha-Nahal,Upper Palaeolithic
2034,Me`arat ha-Gulgolet,Lower Palaeolithic,1,141,1,yes,,Flint,none,8.8,none,,Cleaver;,,Me`arat ha-Gulgolet,Lower Palaeolithic
2035,Me`arat ha-Gulgolet,Lower Palaeolithic,1,141,1,yes,,Flint,none,9.4,none,,Cleaver;,,Me`arat ha-Gulgolet,Lower Palaeolithic
2036,Avel Bet Ma`akha- T.,Lower Palaeolithic,1,186,1,yes,,Flint,none,9.1,none,,Cleaver;,,Avel Bet Ma`akha- T.,Lower Palaeolithic
2037,Me`arat Tannur,Lower Palaeolithic,1,18,1,yes,,Flint,none,9.5,none,,Cleaver;,,Me`arat Tannur,Lower Palaeolithic
2038,Ma’yan Baruch,Lower Palaeolithic,2,46,1,yes,,Flint,none,11.3,none,,Cleaver;,,Ma’yan Baruch,Lower Palaeolithic
2039,Ma’yan Baruch,Lower Palaeolithic,2,46,1,yes,,Flint,none,10.9,none,,Cleaver;,,Ma`yan Barukh,Lower Palaeolithic
2040,Gesher Benot Ya`aqov,Lower Palaeolithic,1,30,1,yes,,Basalt,none,6.9,none,,Cleaver;,,Gesher Benot Ya`aqov,Lower Palaeolithic
2041,Gesher Benot Ya`aqov,Lower Palaeolithic,2,30,1,yes,,Basalt,none,8.9,none,,Cleaver;,,Gesher Benot Ya`aqov,Lower Palaeolithic
2042,Gesher Benot Ya`aqov,Lower Palaeolithic,1,30,1,yes,,Basalt,none,11.5,none,,Cleaver;,,Gesher Benot Ya`aqov,Lower Palaeolithic
